"X","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","near_bay","near_ocean","oneh_ocean","inland"
5375,-118.38,34.04,39,2614,569,1665,553,3.4063,271600,0,0,1,0
10876,-117.89,33.72,23,2305,538,2493,502,3.6618,183500,0,0,1,0
3184,-119.77,36.3,24,2202,471,1052,439,2.1038,62000,0,0,0,1
7607,-118.25,33.89,36,1527,309,1154,279,3.3095,105500,0,0,1,0
19203,-122.71,38.43,38,1689,526,1071,529,1.5026,124000,0,0,1,0
18494,-121.59,37.02,14,6355,1279,3704,1224,4.4233,228600,0,0,0,1
1081,-121.84,39.73,52,677,152,379,154,1.6797,94800,0,0,0,1
7738,-118.14,33.94,31,2841,774,1612,708,2.9205,196600,0,0,1,0
7106,-118,33.9,35,1942,332,1127,325,4.5144,206300,0,0,1,0
15885,-122.4,37.73,45,3490,712,2337,781,3.4472,225400,1,0,0,0
19169,-122.71,38.4,17,1690,464,833,445,1.439,140600,0,0,1,0
12131,-117.23,33.94,8,2405,537,1594,517,3.0789,114200,0,0,0,1
1661,-121.94,37.94,26,1299,174,533,180,6.2296,291700,0,0,0,1
13400,-117.42,34.13,4,11587,1796,5804,1705,4.8283,141900,0,0,0,1
3195,-119.7,36.32,40,1178,244,586,187,2.6477,43500,0,0,0,1
10473,-117.73,33.49,17,2168,290,654,279,9.8321,500001,0,0,1,0
10139,-117.9,33.91,36,1376,257,687,221,3.5403,195400,0,0,1,0
13335,-117.67,34.05,6,2833,628,1717,589,3.2062,167500,0,0,0,1
12653,-121.45,38.51,29,4221,901,2294,850,2.2245,75900,0,0,0,1
4766,-118.35,34.04,38,1626,375,1019,372,2.3687,146800,0,0,1,0
12954,-121.28,38.7,15,5828,1051,2868,1037,3.7813,143200,0,0,0,1
15323,-117.35,33.2,32,1251,220,700,232,3.9875,142900,0,1,0,0
12427,-116.2,33.63,23,1152,273,1077,235,2.5,96300,0,0,0,1
1846,-122.28,37.9,49,3191,516,1148,507,6.3538,333700,1,0,0,0
6639,-118.14,34.15,52,407,160,227,148,1.5156,187500,0,0,1,0
17435,-120.46,34.63,48,1408,301,682,279,2.9271,146600,0,1,0,0
9807,-121.95,36.61,31,1736,250,497,170,6.3835,407800,0,1,0,0
11684,-117.99,33.86,20,3540,906,2898,876,3.0252,178000,0,0,1,0
19894,-119.2,36.3,19,1427,311,1026,293,2.625,57000,0,0,0,1
12263,-116.95,33.78,24,3409,804,1939,739,1.7303,74000,0,0,0,1
13210,-117.72,34.05,8,1841,409,1243,394,4.0614,107000,0,0,0,1
13498,-117.33,34.15,28,1473,333,1196,312,1.6993,67800,0,0,0,1
14965,-116.99,32.76,21,3833,595,1645,589,4.625,273500,0,0,1,0
13004,-121.27,38.67,15,2116,524,866,519,2.7388,111600,0,0,0,1
10083,-120.22,39.35,8,1872,281,203,71,4.5882,198400,0,0,0,1
16425,-121.38,37.88,44,1158,226,1094,224,2.6842,156300,0,0,0,1
9211,-119.67,37.27,13,5087,981,2284,913,2.7413,123100,0,0,0,1
17939,-121.94,37.34,29,3377,853,1674,792,3.4233,229300,0,0,1,0
10457,-117.64,33.49,3,2516,429,781,337,5.6197,271600,0,0,1,0
20144,-119.06,34.35,34,2426,646,2116,631,2.0682,158300,0,0,1,0
5738,-118.24,34.16,40,2549,591,1156,546,3.3333,374300,0,0,1,0
532,-122.26,37.78,52,1045,239,496,216,2.9213,190800,1,0,0,0
4849,-118.31,34.02,45,1423,278,822,276,2.4519,98100,0,0,1,0
17798,-121.82,37.38,32,3747,665,1687,649,5.4949,330800,0,0,1,0
16473,-121.26,38.11,4,2058,366,933,316,4.2448,150900,0,0,0,1
1956,-120.76,38.76,21,3509,606,1576,564,2.6392,148500,0,0,0,1
3239,-119.56,36.1,25,1093,262,893,252,2.13,50800,0,0,0,1
10155,-117.9,33.88,28,2696,346,947,356,9.0055,375400,0,0,1,0
15228,-117.24,33.05,11,5827,882,2588,842,6.4027,344200,0,1,0,0
8197,-118.13,33.79,20,6678,1797,3625,1599,3.7716,242900,0,1,0,0
2092,-119.78,36.75,49,1175,307,982,278,1.2937,52000,0,0,0,1
16246,-121.26,37.98,32,3274,820,2050,738,2.1265,55700,0,0,0,1
1627,-122.16,37.86,36,3359,493,1298,483,8.1586,404300,1,0,0,0
5912,-118.43,34.28,27,862,280,1243,267,2.3724,154200,0,0,1,0
2161,-119.81,36.77,43,2341,395,890,375,3.4265,85000,0,0,0,1
8860,-118.4,34.07,22,2170,593,850,520,2.9107,500001,0,0,1,0
10181,-117.96,33.87,35,1972,367,1152,356,3.7222,187500,0,0,1,0
1624,-122.14,37.85,27,9147,1276,3371,1269,7.3267,389900,1,0,0,0
208,-122.22,37.79,37,2343,574,1608,523,2.1494,132500,1,0,0,0
2188,-120.04,36.74,14,3182,730,2298,721,1.6168,71800,0,0,0,1
5238,-118.24,33.94,30,940,211,1071,204,1.2679,92000,0,0,1,0
14694,-117.11,32.79,16,1791,518,1006,491,3.5179,129300,0,1,0,0
7812,-118.1,33.89,36,769,142,498,137,4.7159,182100,0,0,1,0
10530,-117.71,33.58,2,2530,562,1066,510,4.6336,187500,0,0,1,0
19922,-119.34,36.32,14,1204,227,633,247,3.925,83800,0,0,0,1
1907,-120.02,38.76,15,3142,618,725,285,4.3333,121400,0,0,0,1
772,-122.11,37.66,29,2544,643,2332,603,3.2091,150000,1,0,0,0
15772,-122.44,37.77,52,3225,667,1494,619,4.4875,500001,1,0,0,0
11418,-117.96,33.7,23,4417,740,1865,693,5.3428,279300,0,0,1,0
13090,-121.35,38.55,22,2607,411,1216,407,5.0427,126900,0,0,0,1
1144,-121.5,39.83,15,1896,408,893,334,1.6948,87500,0,0,0,1
7281,-118.25,33.98,40,1867,633,2223,609,1.7207,105100,0,0,1,0
10607,-117.81,33.68,8,1964,413,913,406,5.1583,192200,0,0,1,0
4263,-118.33,34.1,30,5293,2446,4123,2127,1.51,187500,0,0,1,0
16018,-122.46,37.72,52,2951,406,1115,397,6.7228,405200,0,1,0,0
15143,-116.89,32.82,18,2515,443,1442,449,5.0201,154400,0,0,1,0
8209,-118.17,33.79,32,2171,672,3002,648,2.375,139700,0,1,0,0
16686,-120.6,35.12,22,3342,644,1342,593,3.4509,217700,0,0,1,0
3237,-119.58,36.1,21,1382,327,1469,355,1.3967,46500,0,0,0,1
4637,-118.29,34.06,42,3894,2293,6846,2156,1.5553,70000,0,0,1,0
9541,-120.69,37.4,46,860,130,496,147,3.5167,137500,0,0,0,1
19090,-122.61,38.24,25,2990,450,1335,434,4.7,190100,0,0,1,0
5528,-118.41,33.97,44,2298,388,849,360,5.5941,363500,0,0,1,0
18033,-121.94,37.24,19,1741,294,632,279,5.5944,290500,0,0,1,0
12733,-121.36,38.58,25,3196,406,978,419,8.4699,344000,0,0,0,1
5390,-118.4,34.03,13,6152,1978,3397,1845,3.4058,275000,0,0,1,0
3117,-117.76,35.63,12,2014,372,1027,356,3.9261,101300,0,0,0,1
11884,-117.38,33.97,29,1157,297,2027,253,1.6389,155000,0,0,0,1
6377,-118.03,34.15,43,1694,283,674,267,4.1797,486800,0,0,0,1
920,-121.96,37.51,22,5811,1125,3215,1086,4.4107,223500,0,0,1,0
10232,-117.93,33.86,35,931,181,516,174,5.5867,182500,0,0,1,0
15413,-117.25,33.25,6,6160,993,2997,1029,4.6187,205000,0,0,1,0
1092,-121.81,39.71,18,1222,250,708,281,2.0288,116700,0,0,0,1
10569,-117.69,33.66,11,2630,327,1256,352,8.2953,350500,0,0,1,0
8228,-118.2,33.78,52,2662,893,3018,763,2.3305,162500,0,1,0,0
19619,-121.14,37.52,37,1358,231,586,214,3.1645,170800,0,0,0,1
5211,-118.28,33.92,39,1274,282,975,277,1.5114,90400,0,0,1,0
8244,-118.18,33.78,17,1419,436,1300,360,2.0769,1e+05,0,1,0,0
17886,-121.97,37.4,17,2937,558,1662,533,5.8792,255500,0,0,1,0
17618,-121.94,37.28,18,4356,1334,1968,1245,3.6294,240000,0,0,1,0
19192,-122.7,38.45,47,904,154,310,144,3.9766,190600,0,0,1,0
11232,-117.95,33.82,35,1117,181,496,168,4.3269,224700,0,0,1,0
12858,-121.38,38.67,37,2176,460,1067,357,2.3958,78400,0,0,0,1
18706,-122.38,40.54,36,1216,240,647,228,2.6944,75300,0,0,0,1
5898,-118.32,34.16,46,2345,453,1031,427,4.3173,278300,0,0,1,0
17884,-122,37.39,33,2154,405,1655,434,5.7962,229800,0,0,1,0
8536,-118.35,33.9,22,1127,287,697,241,3.3971,220300,0,0,1,0
14842,-117.07,32.69,29,1429,293,1091,317,3.4609,118000,0,1,0,0
11397,-117.97,33.73,19,4154,560,2130,589,7.2845,301800,0,0,1,0
6864,-118.13,34.05,35,3229,616,1879,595,3.9531,268400,0,0,1,0
4924,-118.25,34,34,1905,552,2194,521,1.4792,95800,0,0,1,0
7616,-118.23,33.89,36,2598,514,1872,514,3.1667,117700,0,0,1,0
4560,-118.26,34.05,52,58,52,41,27,4.0972,500001,0,0,1,0
15599,-116.35,32.74,16,2595,606,1046,367,1.7137,110700,0,0,0,1
16257,-121.26,37.97,31,1189,295,891,292,2.5536,50500,0,0,0,1
363,-122.12,37.75,28,794,111,329,109,7.6923,329800,1,0,0,0
2111,-119.75,36.75,49,2331,460,1290,477,2.5111,55400,0,0,0,1
13204,-117.68,34.05,25,1859,463,1070,374,2.5395,187500,0,0,0,1
15833,-122.43,37.75,52,2285,509,839,456,4.7946,355600,1,0,0,0
13158,-121.41,36.85,11,1708,394,1474,372,2.8839,145900,0,0,0,1
15416,-117.27,33.22,16,1420,311,470,313,1.8849,90800,0,0,1,0
4704,-118.34,34.06,52,1314,170,629,214,7.1669,500001,0,0,1,0
5298,-118.44,34.07,21,730,263,965,224,2.0511,350000,0,0,1,0
11426,-117.99,33.7,25,2017,357,1063,369,4.0345,229400,0,0,1,0
9890,-122.3,38.3,52,1128,207,450,197,3.3542,154600,1,0,0,0
8876,-118.49,34.05,52,2416,291,810,270,13.8556,500001,0,0,1,0
3421,-118.42,34.28,35,822,200,1197,203,3.2865,133300,0,0,1,0
14530,-117.14,32.92,15,3242,595,1936,593,4.9706,184700,0,0,1,0
3989,-118.65,34.18,27,1793,339,1016,326,4.925,240300,0,0,1,0
13373,-117.51,34.14,21,2455,381,1094,327,4.6437,191700,0,0,0,1
1738,-122.33,37.97,19,5151,1335,2548,1165,3.3125,158800,1,0,0,0
16143,-122.46,37.77,52,3193,688,2099,681,3.9375,402900,1,0,0,0
13201,-117.7,34.06,25,2054,609,2271,564,2.3049,150000,0,0,0,1
2027,-119.76,36.71,29,1745,441,1530,391,1.5611,44400,0,0,0,1
12237,-116.95,33.74,18,1996,405,1270,400,2.7083,91200,0,0,0,1
458,-122.25,37.87,42,1756,465,2184,422,2.5562,371400,1,0,0,0
1571,-122.02,37.84,34,1879,265,729,263,7.7072,443800,1,0,0,0
6244,-117.98,34.05,35,2342,426,2176,416,3.7454,156900,0,0,1,0
17720,-121.77,37.33,9,3160,468,1675,470,7.5443,348400,0,0,1,0
17003,-122.25,37.56,19,7976,1406,3437,1338,5.6396,430300,1,0,0,0
2686,-115.54,32.97,41,2429,454,1188,430,3.0091,70800,0,0,0,1
7230,-118.16,34.02,44,1218,374,1175,342,1.9688,173900,0,0,1,0
19076,-122.48,38.3,17,2703,550,1241,515,2.652,171300,0,0,1,0
1800,-122.37,37.93,37,709,190,644,174,0.8641,84200,1,0,0,0
6861,-118.15,34.05,33,3287,649,1783,653,3.8472,293300,0,0,1,0
18767,-122.26,40.58,14,2539,466,1271,438,3.9762,138500,0,0,0,1
12987,-121.3,38.67,23,2145,340,1022,349,4.2037,125400,0,0,0,1
5067,-118.3,33.99,44,1458,326,1159,283,1.1645,98200,0,0,1,0
4818,-118.29,34.04,48,1353,488,1945,487,2.4359,123700,0,0,1,0
7921,-118.07,33.86,28,1789,352,1347,330,3.425,189700,0,0,1,0
4197,-118.23,34.11,35,4148,971,3220,892,3.3389,187100,0,0,1,0
15882,-122.41,37.75,9,1282,334,1176,305,2.6538,206300,1,0,0,0
710,-122.06,37.68,30,5367,1207,2667,1047,3.1796,170300,1,0,0,0
3626,-118.43,34.24,35,1416,261,995,272,3.7143,178700,0,0,1,0
2093,-119.78,36.75,43,2070,512,1925,444,1.4635,46600,0,0,0,1
1416,-122.09,37.94,29,6895,1022,2634,1022,6.1922,273200,1,0,0,0
1789,-122.36,37.94,43,369,107,371,111,1.6,79400,1,0,0,0
13306,-117.62,34.09,26,3271,595,2259,566,4.0139,132000,0,0,0,1
12758,-121.39,38.63,34,1226,180,359,167,3.8068,150400,0,0,0,1
16146,-122.47,37.78,52,2169,522,1220,505,3.1989,446900,1,0,0,0
19591,-120.85,37.57,27,819,157,451,150,3.4934,193800,0,0,0,1
2295,-119.74,36.8,18,10862,2401,5466,2209,2.4678,74300,0,0,0,1
6777,-118.15,34.12,49,1789,288,848,311,6.0199,5e+05,0,0,1,0
1140,-121.57,39.74,17,1619,292,705,285,2.4623,126100,0,0,0,1
19781,-122.68,41.15,32,817,206,224,89,3.631,90400,0,0,0,1
2901,-119.01,35.37,44,593,136,364,121,1.4779,66000,0,0,0,1
11064,-117.86,33.79,42,1024,191,483,187,4.105,194500,0,0,1,0
15219,-117.12,32.96,15,2869,405,1526,402,6.0175,238300,0,0,1,0
15901,-122.41,37.74,38,1754,382,928,354,4.1417,270800,1,0,0,0
19876,-119.29,36.33,19,792,232,641,222,0.7445,112500,0,0,0,1
9576,-120.58,37.36,33,3564,716,2603,696,2.2179,67500,0,0,0,1
5150,-118.27,33.96,38,1126,270,999,265,0.5495,91700,0,0,1,0
16742,-122.44,37.7,6,3523,664,1705,608,4.9318,258100,0,1,0,0
8698,-118.34,33.87,28,2948,566,1445,524,5.3743,286500,0,0,1,0
20637,-121.21,39.49,18,697,150,356,114,2.5568,77100,0,0,0,1
5793,-118.24,34.14,20,3196,994,2929,983,3.0206,219500,0,0,1,0
11244,-118,33.81,33,2970,547,1869,539,4.3636,201800,0,0,1,0
10472,-117.72,33.49,4,3623,734,1129,530,5.7281,500001,0,0,1,0
1622,-122.08,37.82,4,2045,237,830,252,11.3421,500001,1,0,0,0
10828,-117.92,33.68,28,3397,597,1397,560,4.8125,244600,0,0,1,0
17791,-121.82,37.37,41,1558,281,970,304,4.4167,215200,0,0,1,0
1312,-121.84,37.99,15,2380,385,1292,388,4.6029,142600,0,0,0,1
18124,-122,37.31,33,4211,918,2389,861,4.7235,242200,0,0,1,0
1935,-121.02,38.66,4,7392,1155,3096,1065,4.5246,198900,0,0,0,1
2141,-119.75,36.77,32,1962,399,1005,392,2.6726,70400,0,0,0,1
4863,-118.27,34.03,50,395,232,948,243,1.7546,175000,0,0,1,0
19425,-121.02,37.71,25,207,41,87,43,3.6023,131300,0,0,0,1
16113,-122.5,37.74,44,2527,518,1434,444,3.875,275700,0,1,0,0
3174,-119.69,36.38,25,1688,302,879,277,3.3214,103100,0,0,0,1
12322,-116.61,33.93,35,321,71,157,61,2.8056,68100,0,0,0,1
18508,-122.01,36.99,29,227,45,112,41,6.4469,271400,0,1,0,0
12337,-116.63,33.89,22,1540,364,610,268,1.5227,71000,0,0,0,1
15304,-117.36,33.17,24,2046,442,812,367,2.3182,500001,0,1,0,0
17941,-121.94,37.33,36,1893,359,797,360,3.6818,257600,0,0,1,0
15065,-116.96,32.79,35,1081,266,691,259,2.6324,133700,0,0,1,0
3496,-118.47,34.27,35,1150,185,741,178,5.741,220600,0,0,1,0
19094,-122.61,38.25,18,2915,418,1340,421,5.2452,204900,0,0,1,0
5324,-118.44,34.05,20,5943,1538,2492,1429,4.1141,305000,0,0,1,0
8352,-118.32,33.95,43,3819,708,1505,712,3.1719,183500,0,0,1,0
3823,-118.48,34.19,36,2058,423,1132,423,3.8833,210400,0,0,1,0
19728,-121.47,38.95,34,2129,350,969,314,2.7039,106300,0,0,0,1
12963,-121.31,38.72,11,2306,420,1308,418,3.9506,122200,0,0,0,1
4001,-118.63,34.18,33,5252,760,2041,730,6.7977,389700,0,0,1,0
12767,-121.42,38.62,33,3171,832,1591,695,2.0786,88600,0,0,0,1
16839,-122.48,37.57,34,4648,806,2282,814,4.5556,249000,0,1,0,0
17401,-120.44,34.93,15,868,244,1133,253,2.0995,87500,0,0,1,0
10810,-117.94,33.64,18,1867,426,871,399,2.6221,272000,0,0,1,0
19985,-119.33,36.19,27,418,163,332,141,1.0714,63800,0,0,0,1
3745,-118.4,34.16,35,1354,284,501,262,3.8056,384700,0,0,1,0
16888,-122.39,37.57,35,520,83,185,76,6.4865,450000,0,1,0,0
15900,-122.41,37.75,52,3065,622,1405,606,3.7813,275900,1,0,0,0
13980,-116.76,34.14,4,42,10,9,3,0.536,42500,0,0,0,1
11673,-118.02,33.84,35,3473,563,2091,580,4.4821,214100,0,0,1,0
20497,-118.7,34.28,27,3536,646,1837,580,4.4964,238300,0,0,1,0
18027,-121.92,37.25,34,2231,360,1035,365,4.7917,243200,0,0,1,0
9133,-118.01,34.55,2,2701,530,1368,430,4.071,137400,0,0,0,1
13385,-117.6,34.11,18,6025,1062,3360,1028,4.8889,155700,0,0,0,1
15580,-116.86,33.05,17,9044,1689,5030,1596,3.6348,164500,0,0,1,0
8700,-118.35,33.87,34,2823,500,1429,483,5.5,279600,0,0,1,0
12903,-121.34,38.62,20,4021,864,1658,730,2.4537,153000,0,0,0,1
13254,-117.68,34.11,16,3190,471,1414,464,5.5292,208600,0,0,0,1
5198,-118.27,33.94,30,1764,397,1406,362,1.449,93100,0,0,1,0
8315,-118.32,33.35,27,1675,521,744,331,2.1579,450000,0,0,0,0
126,-122.22,37.85,28,5287,1048,2031,956,5.457,337300,1,0,0,0
1087,-121.85,39.72,18,7272,1559,5022,1524,1.6911,98800,0,0,0,1
9867,-121.83,36.6,30,2748,502,1491,535,4.3472,185000,0,0,1,0
16588,-121.42,37.74,19,1393,367,915,355,1.1957,103100,0,0,0,1
7511,-118.27,33.89,32,1969,397,1349,370,4.4659,138100,0,0,1,0
7854,-118.15,33.89,33,2848,641,2319,647,3.407,190800,0,0,1,0
12357,-116.57,33.76,25,2616,547,581,343,3.1364,301600,0,0,0,1
12663,-121.42,38.5,24,7740,1539,4333,1397,3.025,87900,0,0,0,1
19905,-119.28,36.32,16,2812,514,1620,523,3.7404,89200,0,0,0,1
19384,-120.86,37.77,28,1208,232,535,232,2.3523,94700,0,0,0,1
10298,-117.88,33.92,13,3292,727,1565,698,5.457,308800,0,0,1,0
12594,-121.48,38.53,38,1451,315,786,340,2.3487,101600,0,0,0,1
6165,-117.95,34.08,37,1137,203,672,226,3.2969,189000,0,0,1,0
6656,-118.13,34.16,33,2682,716,2050,692,2.4817,169500,0,0,1,0
14818,-117.19,32.69,35,2921,438,1042,415,6.3612,482700,0,1,0,0
14791,-117.12,32.56,20,2524,682,1819,560,2.9286,257700,0,1,0,0
1618,-122.08,37.84,17,1320,159,1722,141,11.7064,500001,1,0,0,0
556,-122.24,37.77,43,955,284,585,266,2.3882,162500,1,0,0,0
18765,-122.31,40.75,18,1411,330,494,227,1.4911,75800,0,0,0,1
11624,-118.04,33.83,20,1488,312,972,283,4.055,201900,0,0,1,0
2312,-119.75,36.87,3,13802,2244,5226,1972,5.0941,143700,0,0,0,1
6331,-117.94,33.99,18,6100,1018,3112,982,4.9932,284000,0,0,1,0
17766,-121.86,37.35,43,1536,371,1256,357,2.8,153300,0,0,1,0
8762,-118.38,33.82,34,1822,364,750,366,5.9907,500001,0,1,0,0
20379,-118.82,34.15,9,655,110,222,109,7.8528,337500,0,1,0,0
5602,-118.28,33.8,38,1471,329,1207,335,4,165500,0,0,1,0
14618,-117.15,32.8,27,1937,537,1211,482,2.75,87500,0,1,0,0
6511,-118.05,34.07,32,4492,1075,4119,1035,3.2373,183100,0,0,1,0
11775,-121.3,38.74,41,4374,1039,2387,959,2.3611,87900,0,0,0,1
2465,-119.79,36.55,32,1393,276,999,245,2.0216,76800,0,0,0,1
838,-122.06,37.6,22,3009,497,1640,514,4.625,235300,1,0,0,0
9086,-118.17,34.67,5,8352,1555,3723,1389,4.5659,140300,0,0,0,1
365,-122.14,37.75,33,1334,200,579,202,6.8323,255900,1,0,0,0
15739,-122.42,37.78,17,1257,339,1093,384,1.8438,72500,1,0,0,0
19340,-122.79,38.54,5,3986,737,1887,687,3.7768,213800,0,0,1,0
6094,-117.87,34.12,33,2059,361,1073,339,4.2454,183800,0,0,1,0
13896,-116.32,34.14,18,1880,487,994,425,1.69,54200,0,0,0,1
14723,-117.03,32.8,19,3866,775,1554,703,4.3281,220000,0,0,1,0
1217,-120.79,38.24,19,1003,235,538,190,2.9821,90400,0,0,0,1
2453,-119.56,36.51,9,3860,809,2157,770,2.5033,70100,0,0,0,1
1462,-121.99,37.97,30,3320,589,1470,543,4.6071,184100,0,0,0,1
13877,-117.31,34.44,10,1731,299,1056,312,3.6007,104000,0,0,0,1
18337,-122.15,37.44,52,2063,320,774,309,7.2543,500001,1,0,0,0
19483,-120.98,37.66,33,1959,342,984,356,4.5208,114200,0,0,0,1
925,-121.92,37.49,10,7441,1588,3571,1466,5.1643,193100,0,0,1,0
16946,-122.32,37.55,44,2151,411,849,370,4.4583,397100,0,1,0,0
10883,-117.9,33.71,16,1917,317,1324,351,6.2488,252000,0,0,1,0
7514,-118.26,33.9,38,1566,318,981,318,4.0234,111900,0,0,1,0
19297,-122.82,38.4,40,2406,423,1054,426,3.8846,215900,0,0,1,0
5494,-118.46,33.97,19,2461,521,777,447,10,500001,0,0,1,0
16663,-120.69,35.28,26,4225,886,1795,704,2.2847,247000,0,1,0,0
11083,-117.86,33.82,9,1682,291,1015,271,6.6603,230900,0,0,1,0
20203,-119.2,34.26,25,2203,367,1194,377,5.4087,223200,0,1,0,0
16892,-122.37,37.59,52,2272,403,963,376,5.7245,5e+05,0,1,0,0
17344,-120.41,34.86,15,978,187,407,182,4.375,158000,0,0,1,0
5315,-118.42,34.06,40,2933,565,1077,536,6.1527,500001,0,0,1,0
2557,-124.17,40.75,13,2171,339,951,353,4.8516,116100,0,1,0,0
8935,-118.48,34,52,1359,395,521,368,2.6736,500001,0,0,1,0
8428,-118.35,33.92,29,736,232,584,231,3.6167,2e+05,0,0,1,0
16584,-121.45,37.75,15,3846,677,2360,635,4.6173,164800,0,0,0,1
19690,-121.61,39.13,21,1432,328,933,336,1.6823,83800,0,0,0,1
14010,-117.19,32.75,52,1388,213,513,211,6.1309,411600,0,1,0,0
18625,-122.01,37.06,19,4113,767,2006,732,5.1121,308100,0,1,0,0
1730,-122.34,37.98,33,2014,410,1354,427,3.9773,131300,1,0,0,0
1043,-120.88,38.32,18,2791,492,1187,438,3.2589,103000,0,0,0,1
2917,-119.03,35.37,42,2508,483,1035,442,2.6513,72300,0,0,0,1
3660,-118.4,34.21,45,972,181,554,187,4.8194,181300,0,0,1,0
3232,-119.57,36.27,20,2673,452,1394,449,2.625,97400,0,0,0,1
17187,-122.34,37.46,21,1799,293,576,277,7.439,500001,0,1,0,0
16396,-121.22,38,35,1841,300,783,285,2.8167,162100,0,0,0,1
3824,-118.47,34.2,25,4590,1477,2723,1195,2.7118,281700,0,0,1,0
13345,-117.64,34.05,32,1129,251,1378,268,3.0057,96900,0,0,0,1
18872,-122.21,38.09,37,4368,779,2083,741,3.8667,127000,1,0,0,0
6581,-118.19,34.21,41,1602,228,680,225,6.553,500001,0,0,1,0
7135,-118.1,34.01,23,1724,576,1336,542,1.3365,183300,0,0,1,0
2258,-119.84,36.8,19,3244,776,1463,710,2.0469,66900,0,0,0,1
12154,-117.25,33.7,10,5156,941,2294,747,3.58,113400,0,0,1,0
15296,-117.34,33.16,24,1006,277,610,246,2.25,187500,0,1,0,0
18034,-121.94,37.24,26,2561,388,1165,393,7.3522,363800,0,0,1,0
12883,-121.34,38.67,34,1503,264,731,285,4.0352,118500,0,0,0,1
10137,-117.89,33.92,34,1473,312,1025,315,3.8333,170400,0,0,1,0
6988,-118.03,33.97,39,2126,434,1103,433,3.2852,196200,0,0,1,0
4564,-118.26,34.06,40,637,273,1150,263,1.8625,131300,0,0,1,0
14299,-117.13,32.72,17,1285,423,1208,409,1.758,126600,0,1,0,0
1225,-120.57,38.2,13,4110,847,1796,706,2.6417,122300,0,0,0,1
14597,-117.17,32.81,26,2424,388,974,375,4.739,184100,0,1,0,0
16004,-122.45,37.75,35,1363,302,1786,301,3.0804,313400,1,0,0,0
18698,-122.38,40.58,34,1262,267,520,259,1.6983,72600,0,0,0,1
19254,-122.81,38.46,28,3580,611,1634,567,4.745,248600,0,0,1,0
12813,-121.53,38.61,5,8149,1913,2933,1616,3.6788,178800,0,0,0,1
12811,-121.47,38.61,35,1372,360,850,328,1.6331,67500,0,0,0,1
690,-122.12,37.7,41,3495,787,1849,750,2.679,144900,1,0,0,0
9944,-122.25,38.16,17,4459,944,1812,888,2.9375,106700,1,0,0,0
869,-122.06,37.58,15,8112,1376,4576,1348,5.6758,253400,1,0,0,0
18548,-122.02,36.97,44,594,169,325,139,1.1552,250000,0,1,0,0
10151,-117.92,33.89,18,2895,487,1116,429,5.4716,4e+05,0,0,1,0
1433,-122.02,37.99,37,2247,416,1237,397,4.45,161900,1,0,0,0
1126,-121.59,39.75,20,908,206,481,211,2.2,80800,0,0,0,1
17409,-120.54,34.97,23,1353,345,1322,336,1.8185,97800,0,0,1,0
12100,-117.32,33.96,19,3216,666,1363,629,3.7585,144500,0,0,0,1
5540,-118.42,33.96,24,4393,966,1257,579,5.0714,356100,0,0,1,0
1271,-121.7,37.96,33,2396,452,1391,465,3.2813,151400,0,0,0,1
18464,-121.7,37.2,15,531,154,469,155,4.65,385700,0,0,1,0
8445,-118.37,33.91,41,1869,427,1334,435,3.9355,227800,0,0,1,0
5768,-118.29,34.16,35,1257,318,764,319,3.2083,238000,0,0,1,0
4163,-118.19,34.11,38,1158,309,1051,322,2.286,169300,0,0,1,0
6435,-118.01,34.11,32,1978,536,826,470,2.5114,212200,0,0,0,1
18151,-122.04,37.34,23,2590,725,1795,680,3.16,225000,0,0,1,0
10436,-117.62,33.43,23,4052,955,1950,859,4.0647,240600,0,1,0,0
2737,-115.57,32.79,50,1291,277,864,274,1.6667,68100,0,0,0,1
1609,-122.06,37.85,17,7475,1556,2092,1449,3.6437,186500,1,0,0,0
1489,-122.03,37.95,14,3287,793,1601,716,3.1719,220500,1,0,0,0
15252,-117.27,32.98,17,1853,392,351,208,5.2742,230700,0,1,0,0
12719,-121.38,38.6,36,1249,159,362,143,6.8469,446400,0,0,0,1
3714,-118.4,34.2,30,2392,655,1987,609,2.8424,226400,0,0,1,0
2650,-124.1,40.5,42,2380,553,1300,504,1.7574,57500,0,0,1,0
10591,-117.78,33.69,16,4702,806,2529,814,5.1299,238900,0,0,1,0
18300,-122.13,37.4,29,6027,1195,2687,1171,5.1335,461200,1,0,0,0
13085,-121.36,38.57,26,1793,244,653,235,5.6485,129500,0,0,0,1
781,-122.1,37.63,18,9963,2031,5613,1946,3.8171,187200,1,0,0,0
7688,-118.1,33.95,34,3635,781,2171,720,3.7308,196900,0,0,1,0
13294,-117.66,34.08,33,3659,590,1773,615,3.9227,157200,0,0,0,1
4328,-118.33,34.08,52,1777,454,671,439,3.5083,500001,0,0,1,0
1633,-122.17,37.87,38,1261,177,472,183,6.917,438000,1,0,0,0
682,-122.15,37.69,39,1670,308,957,335,5.1312,183600,1,0,0,0
10695,-117.74,33.62,16,1889,590,686,537,3.4706,241700,0,0,1,0
10873,-117.9,33.72,33,2613,562,3150,543,4.3899,180700,0,0,1,0
15111,-116.96,32.87,17,4713,740,2531,723,4.8286,158500,0,0,1,0
4733,-118.36,34.05,45,1879,395,946,409,3.3333,254700,0,0,1,0
